,Track,Explicit,Tpopularity,Artist,Album,Rdate
951,Magnets,false,66,Disclosure,Caracal (Deluxe),2015-09-25
952,Havana,false,33,Camila Cabello,Havana,2017-08-03
953,1-800-273-8255,true,84,Logic,Everybody,2017-05-05
954,You Know You Like It,false,73,DJ Snake,You Know You Like It,2014-10-14
955,September Song,false,53,Agnes Obel,Aventine (Deluxe),2013
956,Whatcha Say,false,65,Jason Derulo,Jason Derulo (Deluxe Audio),2010-03-01
957,Hell Of A Night,true,65,ScHoolboy Q,Oxymoron (Deluxe),2014-01-01
958,Shells Of Silver,false,41,The Japanese Popstars,Controlling Your Allegiance,2011-01-01
959,All The Stars (with SZA),true,71,Kendrick Lamar,All The Stars (with SZA),2018-01-04
960,New Rules,false,86,Dua Lipa,Dua Lipa (Deluxe),2017-06-02
961,Krippy Kush - Remix,true,61,Farruko,Krippy Kush (Remix),2017-11-21
962,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",true,61,Sofi Tukker,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",2017-09-12
963,Heartless,false,77,Kanye West,808s & Heartbreak,2008-01-01
964,What's Luv? (feat. Ja-Rule & Ashanti),true,75,Fat Joe,Jealous Ones Still Envy (J.O.S.E),2001-12-04
965,Thunder,false,20,Imagine Dragons,Evolve,2017-06-23
966,Pray For Me (with Kendrick Lamar),true,13,The Weeknd,Pray For Me (with Kendrick Lamar),2018-02-02
967,Don't Let Me Down,false,82,The Chainsmokers,Don't Let Me Down,2016-02-05
968,"One, Two Step",false,76,Ciara,Goodies,2004-09-24
969,Diamonds,false,63,Rihanna,Unapologetic (Deluxe),2012-12-11
970,Wild Thoughts (feat. Rihanna & Bryson Tiller),true,71,DJ Khaled,Grateful,2017-06-22
971,La Modelo,false,32,Ozuna,La Modelo (feat. Cardi B),2017-12-22
972,Tell Me You Love Me,false,76,Demi Lovato,Tell Me You Love Me,2017-09-29
973,Ride,false,83,Twenty One Pilots,Blurryface,2015-05-15
974,Love Galore (feat. Travis Scott),true,80,SZA,Ctrl,2017-06-09
975,All The Stars (with SZA),true,84,Kendrick Lamar,Black Panther The Album Music From And Inspired By,2018-02-09
976,Shake Ya Ass,true,54,Mystikal,Let's Get Ready,2000-09-26
977,Home with You,false,79,Madison Beer,As She Pleases,2018-02-02
978,California Love,true,43,2Pac,Urban Beats Vol.3,2014-11-07
979,FRIENDS,true,88,Marshmello,FRIENDS,2018-02-09
980,Do You Miss Me,false,28,Jocelyn Enriquez,Jocelyn,1997-05-13
981,FRIENDS,true,88,Marshmello,FRIENDS,2018-02-09
982,The Hills,true,83,The Weeknd,Beauty Behind The Madness,2015-08-28
983,My Girl Awaits Me,false,2,The Castelles,The Best Of,2015-08-21
984,Nice For What,true,27,Drake,Nice For What,2018-04-06
985,Behind The Wheel,false,29,Depeche Mode,Behind The Wheel,1992
986,Youths Dem Cold,false,34,Richie Spice,Reggae Gold 2006,2006-06-12
987,Djama,false,30,Amadou & Mariam,Welcome To Mali,2008-11-17
988,DDU-DU DDU-DU,false,57,BLACKPINK,DDU-DU DDU-DU,2018-08-22
989,Manic Monday,false,51,The Bangles,Greatest Hits,1990-01-01
990,Lying Together,false,60,FKJ,French Kiwi Juice,2017-03-02
